#Compound = Hypersthene     [Mg1.502Fe0.498Si2O6]
#energy [keV], cross section [cm^2 H^-1]
#       energy     extinction      scattering      absorption
       6.7660000   1.9309837e-24   1.3424489e-24   5.8853477e-25
       6.7662000   1.9308541e-24   1.3423707e-24   5.8848344e-25
       6.7664000   1.9306997e-24   1.3422657e-24   5.8843395e-25
       6.7666000   1.9305701e-24   1.3421873e-24   5.8838282e-25
       6.7668000   1.9304408e-24   1.3421080e-24   5.8833274e-25
       6.7670000   1.9302863e-24   1.3420041e-24   5.8828220e-25
       6.7672000   1.9301568e-24   1.3419248e-24   5.8823202e-25
       6.7674000   1.9300275e-24   1.3418465e-24   5.8818104e-25
       6.7676000   1.9298730e-24   1.3417416e-24   5.8813133e-25
       6.7678000   1.9297436e-24   1.3416634e-24   5.8808021e-25
       6.7680000   1.9296141e-24   1.3415843e-24   5.8802984e-25
       6.7682000   1.9294597e-24   1.3414809e-24   5.8797883e-25
       6.7684000   1.9293305e-24   1.3414016e-24   5.8792891e-25
       6.7686000   1.9292011e-24   1.3413220e-24   5.8787905e-25
       6.7688000   1.9290468e-24   1.3412189e-24   5.8782789e-25
       6.7690000   1.9289174e-24   1.3411401e-24   5.8777728e-25
       6.7692000   1.9287880e-24   1.3410610e-24   5.8772695e-25
       6.7694000   1.9286338e-24   1.3409563e-24   5.8767748e-25
       6.7696000   1.9285044e-24   1.3408785e-24   5.8762593e-25
       6.7698000   1.9283752e-24   1.3407987e-24   5.8757652e-25
       6.7700000   1.9282208e-24   1.3406950e-24   5.8752582e-25
       6.7702000   1.9280916e-24   1.3406164e-24   5.8747518e-25
       6.7704000   1.9279624e-24   1.3405379e-24   5.8742447e-25
       6.7706000   1.9278081e-24   1.3404333e-24   5.8737484e-25
       6.7708000   1.9276789e-24   1.3403550e-24   5.8732390e-25
       6.7710000   1.9275496e-24   1.3402766e-24   5.8727303e-25
       6.7712000   1.9273953e-24   1.3401723e-24   5.8722298e-25
       6.7714000   1.9272662e-24   1.3400933e-24   5.8717293e-25
       6.7716000   1.9271369e-24   1.3400144e-24   5.8712249e-25
       6.7718000   1.9269829e-24   1.3399111e-24   5.8707179e-25
       6.7720000   1.9268536e-24   1.3398323e-24   5.8702130e-25
       6.7722000   1.9267244e-24   1.3397528e-24   5.8697159e-25
       6.7724000   1.9265953e-24   1.3396747e-24   5.8692061e-25
       6.7726000   1.9264411e-24   1.3395704e-24   5.8687075e-25
       6.7728000   1.9263121e-24   1.3394925e-24   5.8681960e-25
       6.7730000   1.9261830e-24   1.3394132e-24   5.8676974e-25
       6.7732000   1.9260288e-24   1.3393092e-24   5.8671954e-25
       6.7734000   1.9258998e-24   1.3392313e-24   5.8666847e-25
       6.7736000   1.9257706e-24   1.3391516e-24   5.8661901e-25
       6.7738000   1.9256166e-24   1.3390481e-24   5.8656854e-25
       6.7740000   1.9254875e-24   1.3389693e-24   5.8651823e-25
       6.7742000   1.9253584e-24   1.3388911e-24   5.8646738e-25
       6.7744000   1.9252044e-24   1.3387878e-24   5.8641664e-25
       6.7746000   1.9250754e-24   1.3387086e-24   5.8636680e-25
       6.7748000   1.9249464e-24   1.3386299e-24   5.8631655e-25
       6.7750000   1.9247923e-24   1.3385258e-24   5.8626657e-25
       6.7752000   1.9246633e-24   1.3384478e-24   5.8621549e-25
       6.7754000   1.9245344e-24   1.3383687e-24   5.8616573e-25
       6.7756000   1.9243804e-24   1.3382655e-24   5.8611486e-25
       6.7758000   1.9242515e-24   1.3381865e-24   5.8606496e-25
       6.7760000   1.9241225e-24   1.3381075e-24   5.8601493e-25
       6.7762000   1.9239686e-24   1.3380049e-24   5.8596364e-25
       6.7764000   1.9238397e-24   1.3379255e-24   5.8591417e-25
       6.7766000   1.9237107e-24   1.3378472e-24   5.8586348e-25
       6.7768000   1.9235569e-24   1.3377435e-24   5.8581341e-25
       6.7770000   1.9234279e-24   1.3376654e-24   5.8576252e-25
       6.7772000   1.9232990e-24   1.3375866e-24   5.8571239e-25
       6.7774000   1.9231452e-24   1.3374832e-24   5.8566200e-25
       6.7776000   1.9230163e-24   1.3374040e-24   5.8561225e-25
       6.7778000   1.9228875e-24   1.3373259e-24   5.8556160e-25
       6.7780000   1.9227336e-24   1.3372225e-24   5.8551113e-25
       6.7782000   1.9226047e-24   1.3371434e-24   5.8546128e-25
       6.7784000   1.9224760e-24   1.3370647e-24   5.8541122e-25
       6.7786000   1.9223221e-24   1.3369618e-24   5.8536031e-25
       6.7788000   1.9221935e-24   1.3368837e-24   5.8530984e-25
       6.7790000   1.9220646e-24   1.3368048e-24   5.8525977e-25
       6.7792000   1.9219108e-24   1.3367016e-24   5.8520920e-25
